transactionUuid,paymentUuid,status,updatedAt,paymentMethod,operationType,grossAmountInCents,takeRateunit,takeRate,takeRateAmountInCents,takeRateUnitGateway,takeRateGateway,takeRateAmountInCentsGateway,netAmountInCents,releaseInstallment,numberOfInstallments,releaseTime,scheduledFor
671c17cc-d210-f664-b00a-b3b71014d50b,d66da4a5-3aee-8754-7e6b-8efad5eb87c4,CAPTURED,2020-09-24T23:02:24-03:00,CREDIT_CARD,CREDIT,4398,PERCENT,219,96,CURRENCY,0,0,4302,4,4,1,2020-09-25T23:02:24-03:00
2a66ea75-6348-d3a4-77d8-7e2fceb41dcb,2ff0ab27-3ac8-4f24-0078-bec7158d9cde,CAPTURED,2020-09-24T21:28:49-03:00,CREDIT_CARD,CREDIT,6414,PERCENT,219,140,CURRENCY,0,0,6276,1,3,1,2020-09-25T21:28:50-03:00
430aefcc-7902-86b4-e878-0eed47dbf833,2ff0ab27-3ac8-4f24-0078-bec7158d9cde,CAPTURED,2020-09-24T21:28:49-03:00,CREDIT_CARD,CREDIT,6414,PERCENT,219,140,CURRENCY,0,0,6274,2,3,1,2020-09-25T21:28:50-03:00
ef70c7ed-7cd8-7874-1bab-14eb99044c38,2ff0ab27-3ac8-4f24-0078-bec7158d9cde,CAPTURED,2020-09-24T21:28:49-03:00,CREDIT_CARD,CREDIT,6414,PERCENT,219,140,CURRENCY,0,0,6274,3,3,1,2020-09-25T21:28:50-03:00
be178391-8e32-0b94-f638-1a609ebc5dcd,4f318b0e-63d4-8a34-fdda-6734ee9c49b6,CAPTURED,2020-09-24T22:24:13-03:00,CASH,CREDIT,23998,PERCENT,184,441,CURRENCY,0,0,23557,1,1,30,2020-10-24T22:24:14-03:00
df0209ff-9afc-f2e4-05b8-ddd5f113856e,3b4131c4-464c-b1b4-d5a9-ef12772997f1,CAPTURED,2020-09-24T22:00:13-03:00,CASH,CREDIT,1804,PERCENT,184,33,CURRENCY,0,0,1771,1,1,30,2020-10-24T22:00:13-03:00
ef993175-d52b-a0b4-0a3b-8643e375c146,665bea18-4923-5e74-ca7b-e49c63ac2aa3,CAPTURED,2020-09-24T22:00:13-03:00,CREDIT_CARD,CREDIT,17247,PERCENT,219,377,CURRENCY,0,0,16873,1,4,1,2020-09-25T22:00:13-03:00
4a2678cf-a57a-f634-8ceb-aba4d68aa4e6,665bea18-4923-5e74-ca7b-e49c63ac2aa3,CAPTURED,2020-09-24T22:00:13-03:00,CREDIT_CARD,CREDIT,17247,PERCENT,219,377,CURRENCY,0,0,16870,2,4,1,2020-09-25T22:00:13-03:00
e2afc64c-cedc-acc4-c85a-178e29a59d99,665bea18-4923-5e74-ca7b-e49c63ac2aa3,CAPTURED,2020-09-24T22:00:13-03:00,CREDIT_CARD,CREDIT,17247,PERCENT,219,377,CURRENCY,0,0,16870,3,4,1,2020-09-25T22:00:13-03:00
0b9f55a5-88af-a6d4-a369-cd45405d3d25,665bea18-4923-5e74-ca7b-e49c63ac2aa3,CAPTURED,2020-09-24T22:00:13-03:00,CREDIT_CARD,CREDIT,17247,PERCENT,219,377,CURRENCY,0,0,16870,4,4,1,2020-09-25T22:00:13-03:00
77fafa7d-1366-3eb4-4b29-d98504ef2332,74411b81-d58d-2b14-9b6a-7306398f49dd,CAPTURED,2020-09-24T12:47:42-03:00,CASH,CREDIT,87,PERCENT,184,1,CURRENCY,0,0,86,1,1,30,2020-10-24T12:47:43-03:00
06b1cf02-a066-6594-204b-6d7877253753,05c7d9ca-dd0e-b1c4-4468-644673e31b15,CAPTURED,2020-09-24T12:47:42-03:00,CREDIT_CARD,CREDIT,6667,PERCENT,219,146,CURRENCY,0,0,6521,1,4,1,2020-09-25T12:47:43-03:00
6df2c823-c0b9-7ee4-6489-b34d745fd6e6,05c7d9ca-dd0e-b1c4-4468-644673e31b15,CAPTURED,2020-09-24T12:47:42-03:00,CREDIT_CARD,CREDIT,6667,PERCENT,219,146,CURRENCY,0,0,6521,2,4,1,2020-09-25T12:47:43-03:00
68ec2c4e-a1bb-4424-a76b-55e04377b330,05c7d9ca-dd0e-b1c4-4468-644673e31b15,CAPTURED,2020-09-24T12:47:43-03:00,CREDIT_CARD,CREDIT,6667,PERCENT,219,146,CURRENCY,0,0,6521,3,4,1,2020-09-25T12:47:43-03:00
62f04cc2-56a9-5e44-da88-c524eb86cf56,05c7d9ca-dd0e-b1c4-4468-644673e31b15,CAPTURED,2020-09-24T12:47:43-03:00,CREDIT_CARD,CREDIT,6667,PERCENT,219,146,CURRENCY,0,0,6521,4,4,1,2020-09-25T12:47:43-03:00
c939d14a-c56c-45a4-2a09-c31ab118a35d,0450ba9b-7699-33a4-73bb-b2f99faa28cf,CAPTURED,2020-09-24T00:18:53-03:00,CREDIT_CARD,CREDIT,4747,PERCENT,219,103,CURRENCY,0,0,4646,1,4,1,2020-09-25T00:18:54-03:00
1f99c9e6-78ac-2b34-23c9-27a09e9b8daa,0450ba9b-7699-33a4-73bb-b2f99faa28cf,CAPTURED,2020-09-24T00:18:53-03:00,CREDIT_CARD,CREDIT,4747,PERCENT,219,103,CURRENCY,0,0,4644,2,4,1,2020-09-25T00:18:54-03:00
72a68bc1-807b-f744-795b-a90b39c541c3,0450ba9b-7699-33a4-73bb-b2f99faa28cf,CAPTURED,2020-09-24T00:18:53-03:00,CREDIT_CARD,CREDIT,4747,PERCENT,219,103,CURRENCY,0,0,4644,3,4,1,2020-09-25T00:18:54-03:00
6033b57a-f892-ffd4-b108-1cbe8fd87b41,0450ba9b-7699-33a4-73bb-b2f99faa28cf,CAPTURED,2020-09-24T00:18:53-03:00,CREDIT_CARD,CREDIT,4747,PERCENT,219,103,CURRENCY,0,0,4644,4,4,1,2020-09-25T00:18:54-03:00
acabb872-cdb0-0de4-31aa-cdaac0eefe80,fa76a0ad-0011-3724-a9ea-34850b9124fe,CAPTURED,2020-09-24T22:30:25-03:00,CREDIT_CARD,CREDIT,6999,PERCENT,219,153,CURRENCY,0,0,6849,1,4,1,2020-09-25T22:30:25-03:00
d669f3ec-58dd-4084-ea3b-17512a74e840,fa76a0ad-0011-3724-a9ea-34850b9124fe,CAPTURED,2020-09-24T22:30:25-03:00,CREDIT_CARD,CREDIT,6999,PERCENT,219,153,CURRENCY,0,0,6846,2,4,1,2020-09-25T22:30:25-03:00
4de171a2-1f09-d594-2eea-99bc902eb829,fa76a0ad-0011-3724-a9ea-34850b9124fe,CAPTURED,2020-09-24T22:30:25-03:00,CREDIT_CARD,CREDIT,6999,PERCENT,219,153,CURRENCY,0,0,6846,3,4,1,2020-09-25T22:30:25-03:00
5c36c638-7fd8-a0c4-dcca-6b95153b7d00,fa76a0ad-0011-3724-a9ea-34850b9124fe,CAPTURED,2020-09-24T22:30:25-03:00,CREDIT_CARD,CREDIT,6999,PERCENT,219,153,CURRENCY,0,0,6846,4,4,1,2020-09-25T22:30:25-03:00
becca799-6fba-4004-9ca8-ceb66ea199a8,ea4dfab5-8dba-4fd4-3ea9-b3e73668ac94,CAPTURED,2020-09-24T10:30:17-03:00,CASH,CREDIT,25998,PERCENT,184,478,CURRENCY,0,0,25520,1,1,30,2020-10-24T10:30:17-03:00
9aae7ac8-51f8-7794-bf59-dd624b34a3d0,9e5ec0a7-da9b-a134-4708-2b5ada299a71,CAPTURED,2020-09-24T20:36:37-03:00,CREDIT_CARD,CREDIT,6395,PERCENT,219,140,CURRENCY,0,0,6255,1,2,1,2020-09-25T20:36:38-03:00
5af49d49-4ed9-9fb4-04aa-c11c8dfbd148,9e5ec0a7-da9b-a134-4708-2b5ada299a71,CAPTURED,2020-09-24T20:36:37-03:00,CREDIT_CARD,CREDIT,6395,PERCENT,219,140,CURRENCY,0,0,6255,2,2,1,2020-09-25T20:36:38-03:00
03f46b50-cd24-7604-f12a-494bfa816faa,c07b820a-d92d-3a74-593a-6914aca66920,CAPTURED,2020-09-24T01:44:26-03:00,CREDIT_CARD,CREDIT,8499,PERCENT,219,186,CURRENCY,0,0,8315,1,4,1,2020-09-25T01:44:26-03:00
57b5a9a3-1877-23b4-1e99-b571b153361d,c07b820a-d92d-3a74-593a-6914aca66920,CAPTURED,2020-09-24T01:44:26-03:00,CREDIT_CARD,CREDIT,8499,PERCENT,219,186,CURRENCY,0,0,8313,2,4,1,2020-09-25T01:44:26-03:00
0374e149-02e9-9f84-f069-edce617c6945,c07b820a-d92d-3a74-593a-6914aca66920,CAPTURED,2020-09-24T01:44:26-03:00,CREDIT_CARD,CREDIT,8499,PERCENT,219,186,CURRENCY,0,0,8313,3,4,1,2020-09-25T01:44:26-03:00
a19f2c8e-0c1a-8bd4-a9b9-f9a0b87bedea,c07b820a-d92d-3a74-593a-6914aca66920,CAPTURED,2020-09-24T01:44:26-03:00,CREDIT_CARD,CREDIT,8499,PERCENT,219,186,CURRENCY,0,0,8313,4,4,1,2020-09-25T01:44:26-03:00
57e61c6b-a881-1804-fb68-0cd2c66e211a,21e84aa5-e5ba-b7b4-30c9-9d9565f5be87,CAPTURED,2020-09-24T08:21:42-03:00,CREDIT_CARD,CREDIT,9199,PERCENT,219,201,CURRENCY,0,0,9000,1,4,1,2020-09-25T08:21:43-03:00
2f14d62b-1089-eda4-a31b-4b7d9dd593ff,21e84aa5-e5ba-b7b4-30c9-9d9565f5be87,CAPTURED,2020-09-24T08:21:42-03:00,CREDIT_CARD,CREDIT,9199,PERCENT,219,201,CURRENCY,0,0,8998,2,4,1,2020-09-25T08:21:43-03:00
d72ef36a-2925-d234-447a-f8f0b17ca616,21e84aa5-e5ba-b7b4-30c9-9d9565f5be87,CAPTURED,2020-09-24T08:21:42-03:00,CREDIT_CARD,CREDIT,9199,PERCENT,219,201,CURRENCY,0,0,8998,3,4,1,2020-09-25T08:21:43-03:00
84807f5f-ba17-4934-cc29-e1ae15b4c7f6,21e84aa5-e5ba-b7b4-30c9-9d9565f5be87,CAPTURED,2020-09-24T08:21:42-03:00,CREDIT_CARD,CREDIT,9199,PERCENT,219,201,CURRENCY,0,0,8998,4,4,1,2020-09-25T08:21:43-03:00
35a07e6e-3ff7-3864-2f69-8bb9891d472e,409e6366-8c38-49a4-0ca9-347dd0e080b0,CAPTURED,2020-09-24T20:03:38-03:00,CREDIT_CARD,CREDIT,6650,PERCENT,219,145,CURRENCY,0,0,6505,1,3,1,2020-09-25T20:03:38-03:00
cb318116-fa0d-42a4-26fa-809d8bcb140a,409e6366-8c38-49a4-0ca9-347dd0e080b0,CAPTURED,2020-09-24T20:03:38-03:00,CREDIT_CARD,CREDIT,6650,PERCENT,219,145,CURRENCY,0,0,6505,2,3,1,2020-09-25T20:03:38-03:00
c71bae05-3eef-45a4-88b8-aae41cc6a6e8,409e6366-8c38-49a4-0ca9-347dd0e080b0,CAPTURED,2020-09-24T20:03:38-03:00,CREDIT_CARD,CREDIT,6650,PERCENT,219,145,CURRENCY,0,0,6505,3,3,1,2020-09-25T20:03:38-03:00
605c7955-7ed3-4644-0478-5af35248e63e,600093aa-8656-ba74-061a-91d492202f82,CAPTURED,2020-09-24T21:41:57-03:00,CREDIT_CARD,CREDIT,46597,PERCENT,184,857,CURRENCY,0,0,45740,1,1,30,2020-10-24T21:41:57-03:00
eaf60a13-b4c9-43e4-a248-0b698c26a848,70344ec0-b910-68b4-d7c8-11b1f800265d,CAPTURED,2020-09-24T12:47:37-03:00,CREDIT_CARD,CREDIT,19188,PERCENT,184,353,CURRENCY,0,0,18835,1,1,30,2020-10-24T12:47:37-03:00
a8a878ab-5567-2a04-07db-c87829cdbb52,76ec9bc9-b877-5664-5739-3e537752c02e,CAPTURED,2020-09-24T16:49:31-03:00,CASH,CREDIT,100,PERCENT,184,1,CURRENCY,0,0,99,1,1,30,2020-10-24T16:49:32-03:00
4ab13b0d-b2c2-2b64-cceb-88b9c55b3d93,83da2039-73d6-2274-4f7b-d7124965b184,CAPTURED,2020-09-24T16:49:31-03:00,CREDIT_CARD,CREDIT,15296,PERCENT,184,281,CURRENCY,0,0,15015,1,1,30,2020-10-24T16:49:32-03:00
