AMBIENTE;OWNER;ARQUIVO;EVENTO;TIPO;GERADO_DATA
DBBRZ01_PDB1.PRIVATE.CONCIL.ORACLEVCN.COM;CFR_1003;RECEBIMENTOS_UPSERT_CFR_API_SANDBOX_DBBRZ01_PDB1.PRIVATE.CONCIL.ORACLEVCN.COM_1202012280945254.csv;RECEBIMENTOS;UPSERT;20201208
